Unnamed: 0,filepath_visual_pair1,filepath_audio_pair1,filepath_visual_pair2,filepath_audio_pair2,label_pair1,label_pair2
628,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-07.csv,./Embedding_audio_p/MM-0909-07.csv,./Label/MM-0907-01.csv,./Label/MM-0909-07.csv
629,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-07.csv,./Embedding_audio_p/MM-0909-07.csv,./Label/MM-0907-01.csv,./Label/MM-0909-07.csv
630,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
631,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
632,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
633,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
634,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
635,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
636,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
637,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
638,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
639,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
640,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
641,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
642,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
643,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
644,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
645,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
646,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
647,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
648,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
649,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
650,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
651,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
652,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
653,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
654,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
655,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
656,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
657,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
658,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
659,./Embedding_visual_p/MM-0907-01.csv,./Embedding_audio_p/MM-0907-01.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-01.csv,./Label/MM-0909-06.csv
660,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-02.csv,./Label/MM-0909-06.csv
661,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-02.csv,./Label/MM-0909-06.csv
662,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-02.csv,./Label/MM-0909-06.csv
663,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-02.csv,./Label/MM-0909-06.csv
664,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-02.csv,./Label/MM-0909-06.csv
665,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-06.csv,./Embedding_audio_p/MM-0909-06.csv,./Label/MM-0907-02.csv,./Label/MM-0909-06.csv
666,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
667,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
668,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
669,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
670,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
671,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
672,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
673,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
674,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
675,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
676,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
677,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
678,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
679,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
680,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
681,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
682,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
683,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
684,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
685,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
686,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
687,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
688,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
689,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
690,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
691,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
692,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
693,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
694,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
695,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
696,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
697,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
698,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
699,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
700,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
701,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
702,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-05.csv,./Embedding_audio_p/MM-0909-05.csv,./Label/MM-0907-02.csv,./Label/MM-0909-05.csv
703,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
704,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
705,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
706,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
707,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
708,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
709,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
710,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
711,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
712,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
713,./Embedding_visual_p/MM-0907-02.csv,./Embedding_audio_p/MM-0907-02.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-02.csv,./Label/MM-0909-04.csv
714,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
715,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
716,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
717,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
718,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
719,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
720,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
721,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
722,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
723,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
724,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
725,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
726,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
727,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
728,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
729,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
730,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
731,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
732,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
733,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
734,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
735,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
736,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
737,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
738,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
739,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
740,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-04.csv,./Embedding_audio_p/MM-0909-04.csv,./Label/MM-0907-03.csv,./Label/MM-0909-04.csv
741,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-03.csv,./Embedding_audio_p/MM-0909-03.csv,./Label/MM-0907-03.csv,./Label/MM-0909-03.csv
742,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-03.csv,./Embedding_audio_p/MM-0909-03.csv,./Label/MM-0907-03.csv,./Label/MM-0909-03.csv
743,./Embedding_visual_p/MM-0907-03.csv,./Embedding_audio_p/MM-0907-03.csv,./Embedding_visual_p/MM-0909-03.csv,./Embedding_audio_p/MM-0909-03.csv,./Label/MM-0907-03.csv,./Label/MM-0909-03.csv
